total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,year,month,weekday,price_per_m2,floor_type
12,4350000.0,39.0,2017-04-21,1,2.8,16,17.0,9,True,False,False,9.0,0,Санкт-Петербург,16106.0,15255.0,1.0,761.0,0.0,3100.0,111,2017,4,4,111538.46,Другой
10,5700000.0,62.3,2019-03-06,2,2.65,16,36.3,1,True,False,False,10.6,0,Санкт-Петербург,32775.0,13874.0,0.0,3100.0,1.0,1015.0,0,2019,3,2,91492.78,Первый
6,2300000.0,42.0,2018-01-15,2,2.72,6,29.0,4,True,False,False,5.5,0,Выборг,,,,,,,113,2018,1,0,54761.9,Другой
15,2490000.0,30.2,2018-11-06,1,2.5,5,16.6,5,True,False,False,5.5,0,Кронштадт,67816.0,49542.0,2.0,445.0,2.0,387.0,32,2018,11,1,82450.33,Последний
4,3850000.0,35.4,2018-11-09,1,2.65,12,13.8,4,False,False,False,7.5,2,Санкт-Петербург,9569.0,11687.0,1.0,571.0,1.0,263.0,41,2018,11,4,108757.06,Другой
16,5600000.0,35.3,2017-08-19,1,2.72,23,22.3,9,True,False,False,10.0,2,Санкт-Петербург,19499.0,4844.0,0.0,3100.0,1.0,503.0,13,2017,8,5,158640.23,Другой
16,9300000.0,83.7,2018-02-01,3,2.75,15,51.0,2,True,False,False,11.0,0,Санкт-Петербург,13990.0,12786.0,0.0,3100.0,0.0,3100.0,184,2018,2,3,111111.11,Другой
9,1400000.0,39.0,2018-10-15,1,2.72,3,16.0,2,True,False,False,8.0,1,село Рождествено,,,,,,,100,2018,10,0,35897.44,Другой
9,1400000.0,57.2,2017-08-05,3,2.5,5,42.5,1,True,False,False,5.5,0,деревня Батово,,,,,,,390,2017,8,5,24475.52,Первый
8,12500000.0,82.8,2018-09-12,3,2.75,25,45.5,4,True,False,False,15.0,2,Санкт-Петербург,36982.0,10446.0,1.0,779.0,0.0,3100.0,180,2018,9,2,150966.18,Другой
10,6100000.0,71.4,2018-08-07,3,2.5,9,47.4,2,True,False,False,7.9,0,Санкт-Петербург,45204.0,17928.0,0.0,3100.0,0.0,3100.0,34,2018,8,1,85434.17,Другой
16,8760000.0,79.7,2018-09-25,3,2.7,12,46.0,5,True,False,False,15.0,0,Санкт-Петербург,35864.0,11895.0,1.0,405.0,1.0,413.0,24,2018,9,1,109912.17,Другой
11,4260000.0,38.0,2016-04-06,1,2.72,14,18.0,4,True,False,False,8.0,0,Санкт-Петербург,13516.0,12312.0,0.0,3100.0,0.0,3100.0,270,2016,4,2,112105.26,Другой
8,7390000.0,60.0,2018-05-19,2,2.6,25,41.0,13,True,False,False,11.0,0,Санкт-Петербург,9586.0,11649.0,0.0,3100.0,0.0,3100.0,80,2018,5,5,123166.67,Другой
1,2356000.0,37.32,2019-01-19,1,2.7,10,14.55,2,False,False,False,10.7,1,Всеволожск,,,,,,,0,2019,1,5,63129.69,Другой
12,4530000.0,41.3,2018-11-25,1,2.67,16,22.7,8,False,False,False,10.2,2,Санкт-Петербург,15760.0,15976.0,1.0,719.0,0.0,3100.0,118,2018,11,6,109685.23,Другой
10,4350000.0,54.0,2019-02-28,2,2.5,12,30.0,10,True,False,False,8.0,0,Колпино,28809.0,34595.0,0.0,3100.0,2.0,809.0,0,2019,2,3,80555.56,Другой
13,4299000.0,34.0,2018-11-20,1,2.7,20,16.0,9,True,False,False,9.0,0,Санкт-Петербург,10788.0,13087.0,0.0,3100.0,0.0,3100.0,13,2018,11,1,126441.18,Другой
20,7700000.0,68.5,2018-10-07,3,2.5,11,41.5,10,True,False,False,8.5,1,Санкт-Петербург,36811.0,9487.0,1.0,307.0,0.0,3100.0,4,2018,10,6,112408.76,Другой
20,2350000.0,61.8,2016-03-24,3,2.72,5,45.2,5,True,False,False,5.5,0,деревня Терпилицы,,,,,,,122,2016,3,3,38025.89,Последний
3,3340000.0,39.4,2018-07-27,1,2.72,24,16.3,1,True,False,False,11.4,0,Санкт-Петербург,21928.0,17501.0,0.0,3100.0,1.0,390.0,0,2018,7,4,84771.57,Первый
20,7650000.0,52.5,2019-03-28,2,2.6,24,29.0,19,True,False,False,8.2,2,Санкт-Петербург,10586.0,13962.0,0.0,3100.0,0.0,3100.0,0,2019,3,3,145714.29,Другой
11,7020000.0,66.2,2017-12-03,2,2.72,24,35.8,15,True,False,False,12.1,2,Санкт-Петербург,34719.0,11634.0,0.0,3100.0,0.0,3100.0,14,2017,12,6,106042.3,Другой
12,2250000.0,35.7,2018-02-10,1,2.7,3,13.5,1,True,False,False,7.7,2,деревня Малое Карлино,,,,,,,16,2018,2,5,63025.21,Первый
7,1600000.0,36.4,2018-12-30,1,2.5,5,18.0,2,True,False,False,8.4,0,деревня Оржицы,,,,,,,52,2018,12,6,43956.04,Другой
15,3700000.0,60.5,2017-12-26,2,2.65,10,30.0,8,True,False,False,11.9,0,деревня Новое Девяткино,,,,,,,190,2017,12,1,61157.02,Другой
0,6200000.0,56.0,2018-06-25,3,2.72,5,37.0,2,True,False,False,5.0,0,Санкт-Петербург,10673.0,9969.0,1.0,317.0,0.0,3100.0,14,2018,6,0,110714.29,Другой
9,2699000.0,48.0,2019-04-02,2,2.6,3,32.0,3,True,False,False,8.3,0,поселок Сосново,,,,,,,0,2019,4,1,56229.17,Последний
7,1050000.0,41.0,2017-06-29,2,2.72,2,27.0,1,True,False,False,6.0,0,поселок городского типа Вознесенье,,,,,,,97,2017,6,3,25609.76,Первый
19,3800000.0,51.6,2017-06-05,2,2.72,10,31.5,3,False,False,False,7.0,0,Санкт-Петербург,17944.0,11212.0,0.0,3100.0,0.0,3100.0,45,2017,6,0,73643.41,Другой
17,4400000.0,41.6,2019-03-16,1,2.8,17,16.4,5,True,False,False,12.0,2,Санкт-Петербург,17131.0,15927.0,1.0,756.0,2.0,516.0,0,2019,3,5,105769.23,Другой
11,7000000.0,70.0,2018-10-15,2,2.72,22,40.0,7,True,False,False,12.0,0,Санкт-Петербург,15420.0,14217.0,0.0,3100.0,0.0,3100.0,56,2018,10,0,100000.0,Другой
13,7990000.0,49.0,2018-09-07,2,2.5,7,31.2,3,True,False,False,7.8,1,Санкт-Петербург,26911.0,5614.0,1.0,155.0,1.0,136.0,155,2018,9,4,163061.22,Другой
7,3500000.0,45.2,2016-03-24,2,2.5,5,30.5,3,True,False,False,7.0,0,Санкт-Петербург,27806.0,8514.0,0.0,3100.0,1.0,266.0,442,2016,3,3,77433.63,Другой
12,4794000.0,37.2,2018-03-16,1,2.75,18,17.0,18,True,False,False,11.0,0,Санкт-Петербург,7659.0,13841.0,0.0,3100.0,0.0,3100.0,228,2018,3,4,128870.97,Последний
2,1500000.0,47.1,2017-08-13,2,2.72,5,32.0,2,True,False,False,5.3,0,деревня Батово,,,,,,,78,2017,8,6,31847.13,Другой
11,2450000.0,35.6,2019-02-09,1,2.72,3,16.4,2,True,False,False,10.4,0,деревня Вартемяги,,,,,,,0,2019,2,5,68820.22,Другой
7,3200000.0,32.0,2017-10-21,1,2.7,22,15.0,15,True,False,False,9.0,0,поселок Мурино,,,,,,,119,2017,10,5,100000.0,Другой
5,1350000.0,44.0,2017-04-26,2,2.72,5,31.0,4,True,False,False,5.0,1,Каменногорск,,,,,,,189,2017,4,2,30681.82,Другой
12,5500000.0,54.0,2018-11-28,2,2.65,16,31.0,4,True,False,False,9.0,1,Санкт-Петербург,33301.0,13041.0,0.0,3100.0,1.0,1034.0,10,2018,11,2,101851.85,Другой
11,3600000.0,31.5,2019-04-12,1,2.5,5,17.0,2,True,False,False,5.6,0,Санкт-Петербург,14562.0,12344.0,0.0,3100.0,0.0,3100.0,0,2019,4,4,114285.71,Другой
5,3500000.0,31.0,2017-06-20,1,2.72,5,16.9,2,True,False,False,5.8,1,Санкт-Петербург,14172.0,8344.0,0.0,3100.0,0.0,3100.0,63,2017,6,1,112903.23,Другой
12,4000000.0,41.3,2018-02-13,1,2.7,15,18.2,14,True,False,False,10.0,0,Санкт-Петербург,27246.0,9059.0,0.0,3100.0,0.0,3100.0,63,2018,2,1,96852.3,Другой
9,6050000.0,61.0,2017-04-20,2,2.6,26,30.0,15,False,False,False,16.0,1,поселок Парголово,52768.0,17994.0,0.0,3100.0,0.0,3100.0,6,2017,4,3,99180.33,Другой
13,2950000.0,59.0,2017-11-28,2,2.5,5,29.7,4,True,False,False,8.3,0,Коммунар,,,,,,,124,2017,11,1,50000.0,Другой
18,9200000.0,86.0,2018-12-19,3,2.9,7,55.0,4,True,False,False,10.0,1,Санкт-Петербург,16330.0,9328.0,1.0,125.0,1.0,286.0,28,2018,12,2,106976.74,Другой
15,5650000.0,71.0,2018-03-07,3,2.72,9,43.5,9,True,False,False,8.0,1,Санкт-Петербург,42409.0,10984.0,1.0,434.0,0.0,3100.0,48,2018,3,2,79577.46,Последний
19,6390000.0,39.0,2019-04-18,1,2.6,9,18.0,9,True,False,False,9.0,2,Санкт-Петербург,31632.0,3538.0,0.0,3100.0,0.0,3100.0,0,2019,4,3,163846.15,Последний
12,5200000.0,45.0,2018-11-20,2,2.55,5,31.0,1,True,False,False,7.5,0,Санкт-Петербург,15758.0,11479.0,1.0,580.0,0.0,3100.0,0,2018,11,1,115555.56,Первый
16,12350000.0,94.0,2018-07-09,3,2.75,25,57.2,13,True,False,False,13.4,1,Санкт-Петербург,11987.0,11444.0,1.0,389.0,1.0,272.0,170,2018,7,0,131382.98,Другой
13,4500000.0,45.8,2019-04-08,2,2.5,5,29.9,4,True,False,False,7.17,0,Санкт-Петербург,23990.0,11560.0,0.0,3100.0,0.0,3100.0,0,2019,4,0,98253.28,Другой
18,3200000.0,33.0,2018-09-10,1,2.72,9,18.0,7,True,False,False,6.0,0,Санкт-Петербург,15481.0,11049.0,0.0,3100.0,0.0,3100.0,6,2018,9,0,96969.7,Другой
7,3400000.0,35.0,2016-04-06,1,2.55,9,18.3,1,False,False,False,5.7,2,Сестрорецк,58916.0,35845.0,0.0,3100.0,1.0,234.0,74,2016,4,2,97142.86,Первый
7,12596900.0,91.0,2017-03-21,3,2.72,19,57.0,10,True,False,False,11.0,0,Санкт-Петербург,19325.0,4670.0,0.0,3100.0,1.0,436.0,218,2017,3,1,138427.47,Другой
13,6500000.0,66.5,2017-04-23,3,2.6,12,42.0,8,False,False,False,10.9,2,Санкт-Петербург,34298.0,14600.0,1.0,545.0,1.0,595.0,60,2017,4,6,97744.36,Другой
10,2800000.0,48.6,2017-04-01,2,2.6,9,28.0,2,True,False,False,8.0,1,Выборг,,,,,,,430,2017,4,5,57613.17,Другой
6,9570000.0,93.0,2016-05-11,3,2.75,10,50.0,10,False,False,False,13.0,0,Санкт-Петербург,30742.0,4281.0,1.0,936.0,1.0,206.0,118,2016,5,2,102903.23,Последний
5,3700000.0,60.6,2018-01-10,2,2.75,8,31.6,2,True,False,False,12.6,0,Всеволожск,,,,,,,232,2018,1,2,61056.11,Другой
3,5300000.0,87.2,2017-02-18,3,2.65,24,45.4,13,True,False,False,16.45,1,поселок Шушары,12678.0,18465.0,0.0,3100.0,0.0,3100.0,248,2017,2,5,60779.82,Другой
9,4600000.0,42.3,2019-01-30,1,2.6,10,19.0,2,True,False,False,11.0,1,Санкт-Петербург,35774.0,16076.0,0.0,3100.0,3.0,624.0,0,2019,1,2,108747.04,Другой
7,2300000.0,62.0,2017-06-01,3,2.72,5,43.0,5,False,False,False,6.0,1,Кингисепп,,,,,,,331,2017,6,3,37096.77,Последний
0,1700000.0,43.7,2017-09-04,2,2.6,5,31.1,1,True,False,False,5.3,0,поселок Мичуринское,,,,,,,45,2017,9,0,38901.6,Первый
19,7300000.0,73.7,2017-06-06,3,2.6,27,43.0,5,False,False,False,10.0,1,поселок Мурино,,,,,,,60,2017,6,1,99050.2,Другой
11,3400000.0,43.06,2016-04-28,1,2.75,12,22.57,5,False,False,False,11.67,1,деревня Новое Девяткино,,,,,,,162,2016,4,3,78959.59,Другой
5,3498000.0,35.0,2017-11-07,1,2.72,9,20.0,9,True,False,False,7.5,2,Санкт-Петербург,32717.0,13881.0,0.0,3100.0,0.0,3100.0,63,2017,11,1,99942.86,Последний
16,4499000.0,46.0,2019-04-18,2,2.5,9,28.5,4,True,False,False,7.0,0,Санкт-Петербург,12928.0,14286.0,1.0,620.0,1.0,256.0,0,2019,4,3,97804.35,Другой
11,5200000.0,48.9,2019-03-08,3,2.5,5,34.0,2,True,False,False,7.0,0,Санкт-Петербург,47717.0,15838.0,0.0,3100.0,0.0,3100.0,18,2019,3,4,106339.47,Другой
11,4300000.0,43.5,2018-11-22,1,2.65,16,14.5,15,True,False,False,16.5,1,Кудрово,,,,,,,17,2018,11,3,98850.57,Другой
5,3150000.0,30.7,2019-03-03,1,2.72,9,,2,True,False,False,6.3,0,Санкт-Петербург,17863.0,16865.0,1.0,315.0,1.0,860.0,55,2019,3,6,102605.86,Другой
9,3050000.0,50.0,2018-12-13,2,2.72,5,35.0,4,True,False,False,8.5,0,Тосно,,,,,,,80,2018,12,3,61000.0,Другой
19,6490000.0,70.9,2017-11-03,3,2.9,5,48.1,1,True,False,False,8.8,0,Санкт-Петербург,26290.0,4992.0,1.0,358.0,1.0,805.0,293,2017,11,4,91537.38,Первый
1,1800000.0,51.2,2017-11-10,2,2.72,5,27.7,5,True,False,False,9.8,1,Любань,,,,,,,74,2017,11,4,35156.25,Последний
18,5600000.0,69.0,2018-02-15,3,2.72,9,43.0,3,True,False,False,8.5,2,Санкт-Петербург,13293.0,12089.0,0.0,3100.0,0.0,3100.0,5,2018,2,3,81159.42,Другой
1,5500000.0,62.6,2019-03-12,3,2.5,9,45.5,5,True,False,False,6.2,0,Санкт-Петербург,46135.0,19706.0,0.0,3100.0,0.0,3100.0,0,2019,3,1,87859.42,Другой
1,3900000.0,58.0,2017-02-07,3,2.5,5,51.0,1,False,False,False,6.0,0,Санкт-Петербург,43041.0,11740.0,1.0,869.0,0.0,3100.0,35,2017,2,1,67241.38,Первый
5,1950000.0,42.0,2017-02-10,2,2.72,5,28.2,2,True,False,False,6.0,0,поселок городского типа Ульяновка,,,,,,,335,2017,2,4,46428.57,Другой
12,10000000.0,66.5,2017-09-10,2,2.72,4,34.0,2,True,False,False,11.6,0,Санкт-Петербург,24688.0,4907.0,0.0,3100.0,0.0,3100.0,270,2017,9,6,150375.94,Другой
16,4246000.0,39.5,2018-01-20,1,2.75,16,16.5,5,True,False,False,10.5,2,поселок Мурино,,,,,,,33,2018,1,5,107493.67,Другой
15,4550000.0,37.8,2019-01-22,1,2.65,12,20.1,11,True,False,False,10.1,2,Санкт-Петербург,26766.0,10939.0,1.0,524.0,1.0,913.0,9,2019,1,1,120370.37,Другой
12,5100000.0,41.5,2017-06-09,1,2.8,10,19.4,7,True,False,False,9.8,1,Санкт-Петербург,10643.0,12260.0,0.0,3100.0,1.0,998.0,163,2017,6,4,122891.57,Другой
9,4700000.0,57.4,2019-04-17,3,2.72,9,39.4,5,True,False,False,6.1,0,Колпино,25431.0,31217.0,0.0,3100.0,1.0,979.0,0,2019,4,2,81881.53,Другой
0,3500000.0,50.0,2017-11-17,4,2.72,5,38.0,1,True,False,False,5.4,0,Санкт-Петербург,12682.0,13226.0,0.0,3100.0,0.0,3100.0,45,2017,11,4,70000.0,Первый
17,8450000.0,84.2,2017-09-10,3,2.72,9,54.9,3,True,False,False,8.4,1,Санкт-Петербург,16697.0,7076.0,2.0,284.0,0.0,3100.0,3,2017,9,6,100356.29,Другой
20,4700000.0,51.0,2018-03-15,2,2.5,5,31.1,1,True,False,False,6.8,0,Петергоф,39891.0,31228.0,3.0,145.0,3.0,327.0,379,2018,3,3,92156.86,Первый
1,4100000.0,59.0,2017-11-24,3,2.5,9,37.8,6,True,False,False,6.0,0,Ломоносов,46599.0,50023.0,0.0,3100.0,1.0,553.0,23,2017,11,4,69491.53,Другой
16,6400000.0,64.4,2018-02-12,2,2.65,21,33.0,16,True,False,False,13.0,1,Санкт-Петербург,43607.0,12365.0,0.0,3100.0,0.0,3100.0,94,2018,2,0,99378.88,Другой
1,6350000.0,58.9,2019-01-12,2,2.7,16,34.0,16,True,False,False,11.0,0,Санкт-Петербург,32775.0,13874.0,0.0,3100.0,1.0,1015.0,0,2019,1,5,107809.85,Последний
19,4990000.0,68.1,2018-03-03,3,2.55,9,47.6,1,True,False,False,6.2,0,Санкт-Петербург,16973.0,16881.0,0.0,3100.0,1.0,562.0,29,2018,3,5,73274.6,Первый
11,3600000.0,23.8,2018-06-22,1,2.72,25,16.8,13,True,False,False,3.0,2,Санкт-Петербург,28116.0,11870.0,1.0,533.0,1.0,927.0,129,2018,6,4,151260.5,Другой
8,4090000.0,47.3,2017-05-09,2,2.65,5,30.1,3,False,False,False,9.0,2,Петергоф,36890.0,40314.0,0.0,3100.0,0.0,3100.0,259,2017,5,1,86469.34,Другой
15,5450000.0,79.1,2016-08-23,3,2.8,6,45.7,2,True,False,False,12.2,0,Всеволожск,,,,,,,172,2016,8,1,68900.13,Другой
11,3400000.0,35.0,2018-09-12,1,2.75,26,13.5,15,True,False,False,10.0,0,поселок Парголово,53115.0,19292.0,0.0,3100.0,1.0,593.0,6,2018,9,2,97142.86,Другой
4,3650000.0,39.0,2017-05-09,1,2.65,14,20.0,9,False,False,False,7.8,1,Санкт-Петербург,33877.0,14921.0,0.0,3100.0,2.0,124.0,36,2017,5,1,93589.74,Другой
5,1550000.0,73.0,2016-04-27,3,2.72,5,49.0,4,True,False,False,9.0,0,Сланцы,,,,,,,306,2016,4,2,21232.88,Другой
12,2750000.0,40.0,2017-07-07,2,2.72,4,28.0,3,True,False,False,6.0,0,Колпино,23905.0,29691.0,0.0,3100.0,1.0,519.0,53,2017,7,4,68750.0,Другой
0,2650000.0,32.1,2017-02-14,1,2.6,9,16.0,9,True,False,False,8.5,2,Красное Село,25697.0,29122.0,0.0,3100.0,0.0,3100.0,343,2017,2,1,82554.52,Последний
9,2900000.0,37.0,2016-05-27,1,2.72,6,16.0,6,False,False,False,13.0,0,поселок Токсово,,,,,,,309,2016,5,4,78378.38,Последний
3,2300000.0,30.5,2018-03-31,1,2.72,5,17.6,3,True,False,False,5.5,0,Ломоносов,48955.0,52380.0,0.0,3100.0,1.0,511.0,108,2018,3,5,75409.84,Другой
11,5250000.0,54.0,2017-09-22,2,2.6,12,32.0,3,True,False,False,10.0,0,Санкт-Петербург,29820.0,11503.0,1.0,359.0,1.0,721.0,173,2017,9,4,97222.22,Другой
19,5200000.0,45.3,2019-04-09,2,2.5,5,28.0,2,True,False,False,6.5,0,Санкт-Петербург,17794.0,12616.0,0.0,3100.0,0.0,3100.0,7,2019,4,1,114790.29,Другой
7,6650000.0,67.4,2018-08-22,3,2.72,12,40.2,3,True,False,False,8.2,0,Санкт-Петербург,37552.0,13073.0,1.0,443.0,2.0,824.0,174,2018,8,2,98664.69,Другой
17,5575000.0,56.2,2017-02-19,2,2.72,12,32.4,6,True,False,False,10.0,2,Санкт-Петербург,35667.0,12582.0,1.0,259.0,1.0,322.0,430,2017,2,6,99199.29,Другой
4,5000000.0,65.0,2017-05-19,3,2.72,12,42.0,6,False,False,False,9.0,2,Санкт-Петербург,49589.0,16502.0,1.0,412.0,0.0,3100.0,60,2017,5,4,76923.08,Другой
6,4099000.0,50.0,2018-02-26,2,2.72,24,31.0,2,True,False,False,6.0,0,Санкт-Петербург,42390.0,9704.0,0.0,3100.0,0.0,3100.0,32,2018,2,0,81980.0,Другой
9,5150000.0,43.4,2017-10-23,2,2.5,5,27.0,5,True,False,False,5.1,1,Пушкин,14256.0,26410.0,1.0,350.0,0.0,3100.0,0,2017,10,0,118663.59,Последний
4,3680000.0,34.15,2017-04-01,1,2.72,25,13.46,16,True,False,False,11.3,0,Санкт-Петербург,18488.0,15945.0,0.0,3100.0,0.0,3100.0,389,2017,4,5,107759.88,Другой
6,950000.0,57.2,2019-04-07,3,2.72,2,34.4,2,False,False,False,9.0,1,поселок Шугозеро,,,,,,,0,2019,4,6,16608.39,Последний
14,5500000.0,52.0,2019-03-27,1,2.55,10,20.3,1,True,False,False,13.3,1,Санкт-Петербург,15122.0,10929.0,0.0,3100.0,1.0,853.0,0,2019,3,2,105769.23,Первый
20,5850000.0,75.0,2017-11-16,4,2.57,9,49.0,7,True,False,False,7.0,1,Санкт-Петербург,36913.0,13827.0,0.0,3100.0,0.0,3100.0,223,2017,11,3,78000.0,Другой
0,3650000.0,58.0,2017-04-06,3,2.72,9,38.0,1,True,False,False,7.0,0,Колпино,25335.0,31121.0,1.0,645.0,0.0,3100.0,83,2017,4,3,62931.03,Первый
15,3990000.0,36.85,2018-10-26,1,2.72,24,14.0,21,True,False,False,12.0,2,поселок Парголово,52726.0,18900.0,0.0,3100.0,0.0,3100.0,42,2018,10,4,108276.8,Другой
15,3050000.0,44.2,2017-02-10,1,2.72,10,15.3,1,False,False,False,7.2,0,Санкт-Петербург,19048.0,22473.0,0.0,3100.0,2.0,291.0,53,2017,2,4,69004.52,Первый
8,2250000.0,53.6,2017-09-05,2,2.72,4,32.0,1,True,False,False,8.7,0,Волосово,,,,,,,208,2017,9,1,41977.61,Первый
8,6800000.0,70.8,2018-12-14,3,2.72,5,46.2,4,True,False,False,8.1,0,Санкт-Петербург,29296.0,7998.0,2.0,603.0,1.0,954.0,15,2018,12,4,96045.2,Другой
20,7500000.0,62.3,2018-11-01,2,2.72,13,36.4,7,True,False,False,10.6,0,Санкт-Петербург,35353.0,15359.0,0.0,3100.0,1.0,418.0,123,2018,11,3,120385.23,Другой
12,5500000.0,51.0,2019-03-17,2,2.5,14,30.5,4,True,False,False,8.0,0,Санкт-Петербург,51112.0,15750.0,0.0,3100.0,1.0,609.0,0,2019,3,6,107843.14,Другой
15,3600000.0,34.0,2019-04-18,1,2.72,9,18.3,4,False,False,False,6.0,1,Санкт-Петербург,12990.0,14375.0,1.0,191.0,1.0,756.0,6,2019,4,3,105882.35,Другой
4,2550000.0,59.65,2016-06-27,2,2.72,10,32.1,7,False,False,False,10.8,2,Тихвин,,,,,,,93,2016,6,0,42749.37,Другой
15,4300000.0,48.0,2018-11-01,2,2.6,9,30.6,2,True,False,False,6.3,0,Санкт-Петербург,23103.0,15717.0,0.0,3100.0,0.0,3100.0,25,2018,11,3,89583.33,Другой
15,2380000.0,36.7,2018-08-27,1,2.7,4,16.5,3,False,False,False,13.86,1,поселок Щеглово,,,,,,,79,2018,8,0,64850.14,Другой
13,4600000.0,76.0,2016-06-11,4,2.72,9,52.0,1,True,False,False,8.0,1,Всеволожск,,,,,,,94,2016,6,5,60526.32,Первый
9,4850000.0,36.0,2018-02-24,2,2.7,27,25.0,11,False,False,False,5.0,2,Санкт-Петербург,33736.0,14835.0,0.0,3100.0,0.0,3100.0,130,2018,2,5,134722.22,Другой
6,3335000.0,35.1,2018-03-21,1,2.55,9,18.1,2,True,False,False,7.0,1,Санкт-Петербург,34445.0,13591.0,0.0,3100.0,0.0,3100.0,29,2018,3,2,95014.25,Другой
12,2640000.0,35.52,2018-06-21,1,2.72,15,15.2,10,False,False,False,10.01,2,Кудрово,,,,,,,19,2018,6,3,74324.32,Другой
11,7000000.0,53.3,2018-12-07,2,2.72,16,30.2,15,True,False,False,10.5,0,Санкт-Петербург,14810.0,13351.0,0.0,3100.0,0.0,3100.0,0,2018,12,4,131332.08,Другой
10,4200000.0,45.1,2018-02-20,2,2.54,5,30.5,4,True,False,False,7.2,1,Санкт-Петербург,15125.0,13666.0,0.0,3100.0,0.0,3100.0,136,2018,2,1,93126.39,Другой
12,1700000.0,31.8,2018-06-18,1,2.5,5,14.6,5,True,False,False,7.4,1,поселок Новый Учхоз,,,,,,,0,2018,6,0,53459.12,Последний
20,5050000.0,75.65,2018-02-12,3,2.72,18,43.3,16,True,False,False,11.8,0,поселок Мурино,,,,,,,141,2018,2,0,66754.79,Другой
9,6500000.0,42.7,2018-03-21,1,2.75,19,16.6,12,True,False,False,14.9,0,Санкт-Петербург,44259.0,12886.0,1.0,742.0,0.0,3100.0,111,2018,3,2,152224.82,Другой
8,3150000.0,73.0,2017-09-29,3,2.72,5,43.0,5,True,False,False,8.0,0,поселок городского типа Ульяновка,,,,,,,50,2017,9,4,43150.68,Последний
4,1300000.0,42.0,2018-12-11,2,2.5,5,27.0,4,False,False,False,6.0,1,Кириши,,,,,,,0,2018,12,1,30952.38,Другой
8,4400000.0,50.0,2017-05-31,2,2.72,14,30.4,2,False,False,False,8.0,0,Санкт-Петербург,51610.0,14684.0,0.0,3100.0,1.0,692.0,19,2017,5,2,88000.0,Другой
2,3085000.0,37.43,2018-11-21,1,2.72,17,17.95,2,True,False,False,9.68,0,поселок Мурино,,,,,,,27,2018,11,2,82420.52,Другой
1,3950000.0,46.0,2017-10-13,1,2.8,9,18.5,5,True,False,False,14.5,0,Сертолово,,,,,,,0,2017,10,4,85869.57,Другой
10,8209300.0,75.0,2018-10-30,2,2.72,3,44.0,2,True,False,False,14.0,0,Гатчина,,,,,,,0,2018,10,1,109457.33,Другой
10,4550000.0,38.4,2018-08-04,1,2.72,25,20.0,17,True,False,False,10.4,0,Санкт-Петербург,10815.0,14727.0,0.0,3100.0,1.0,525.0,24,2018,8,5,118489.58,Другой
5,2500000.0,33.0,2017-10-06,1,2.72,25,16.0,2,True,False,False,9.6,2,поселок Бугры,,,,,,,57,2017,10,4,75757.58,Другой
1,3900000.0,37.0,2018-01-17,1,2.72,10,17.0,4,True,False,False,9.0,1,Санкт-Петербург,16022.0,11228.0,0.0,3100.0,1.0,564.0,16,2018,1,2,105405.41,Другой
6,5095000.0,58.6,2016-04-13,3,2.72,9,37.5,7,False,False,False,6.8,0,Санкт-Петербург,36361.0,11714.0,1.0,699.0,1.0,657.0,413,2016,4,2,86945.39,Другой
13,2640000.0,35.0,2019-04-30,1,2.5,5,19.0,3,True,False,False,7.5,0,Никольское,,,,,,,0,2019,4,1,75428.57,Другой
15,3600000.0,49.1,2018-02-01,2,2.5,5,28.1,5,True,False,False,8.5,2,Ломоносов,48607.0,36816.0,0.0,3100.0,2.0,118.0,6,2018,2,3,73319.76,Последний
0,4650000.0,72.0,2017-10-31,4,2.5,9,51.7,5,True,False,False,7.0,0,Колпино,26535.0,32321.0,1.0,1400.0,2.0,801.0,24,2017,10,1,64583.33,Другой
9,4900000.0,44.5,2017-06-20,2,2.72,9,27.0,6,True,False,False,6.0,0,Санкт-Петербург,12675.0,15267.0,0.0,3100.0,1.0,683.0,176,2017,6,1,110112.36,Другой
8,8000000.0,75.0,2017-12-06,3,2.72,4,48.0,1,True,False,False,7.0,2,Кронштадт,67346.0,49071.0,2.0,482.0,3.0,488.0,60,2017,12,2,106666.67,Первый
0,4700000.0,45.0,2018-03-16,2,2.72,9,29.0,2,True,False,False,8.0,0,Санкт-Петербург,11724.0,12818.0,0.0,3100.0,1.0,558.0,11,2018,3,4,104444.44,Другой
14,3800000.0,50.0,2018-11-08,2,2.5,12,27.0,4,True,False,False,7.1,1,Кронштадт,65192.0,46918.0,1.0,464.0,1.0,422.0,29,2018,11,3,76000.0,Другой
13,4800000.0,44.2,2019-04-12,2,2.6,5,28.0,2,True,False,False,5.9,1,Санкт-Петербург,15255.0,8137.0,1.0,614.0,0.0,3100.0,0,2019,4,4,108597.29,Другой
13,3600000.0,44.0,2017-11-02,2,2.5,5,28.2,2,True,False,False,5.1,0,Кронштадт,68029.0,49754.0,3.0,280.0,3.0,247.0,28,2017,11,3,81818.18,Другой
15,4550000.0,40.0,2018-10-14,1,2.7,12,20.1,7,True,False,False,8.5,0,Санкт-Петербург,33700.0,12430.0,0.0,3100.0,0.0,3100.0,60,2018,10,6,113750.0,Другой
